datetime,code,price,volume,amount,side
2023-11-16,000908,3.64,83700,304483.57,SELL
2023-11-16,000908,3.756,335100,1257886.94,OTHER
2023-11-14,000908,3.47,209100,725653.48,CANCEL
2023-11-14,000908,3.48,209700,729832.92,BUY
2024-03-18,300727,33.0,16900,557362.37,SELL
2024-03-18,300727,33.3,12700,422653.96,SELL
2024-03-18,300727,33.05,9500,313784.92,SELL
2024-03-18,300727,33.016,28614,944144.08,OTHER
2024-03-15,300727,29.0,8714,252729.49,CANCEL
2024-03-15,300727,28.98,59000,1710000.22,BUY
2023-05-22,002229,22.66,6500,147125.04,SELL
2023-05-22,002229,22.6,5100,115130.91,SELL
2023-05-22,002229,22.5,3900,87651.72,SELL
2023-05-22,002229,22.46,2900,65061.05,SELL
2023-05-22,002229,22.55,2200,49554.44,SELL
2023-05-22,002229,22.357,6600,147392.72,OTHER
2023-05-18,002229,21.01,6800,142885.14,CANCEL
2023-05-18,002229,21.01,5100,107163.86,BUY
2023-05-18,002229,21.0,3800,79809.58,BUY
2023-05-18,002229,21.0,2800,58807.06,BUY
2023-05-18,002229,21.0,8700,182721.92,BUY
2023-05-10,002229,21.1,28200,594353.58,OTHER
2023-05-08,002229,22.15,2700,59738.01,SELL
2023-05-04,002229,19.43,2900,56283.89,SELL
2023-05-04,002229,19.43,500,9700.28,SELL
2023-04-26,002229,16.488,34300,565592.86,CANCEL
2024-09-18,300344,3.5,18700,65410.35,SELL
2024-09-18,300344,3.45,80400,277212.03,SELL
2024-09-18,300344,3.47,3700,12827.58,SELL
2024-09-18,300344,3.46,67000,231679.66,SELL
2024-09-18,300344,3.46,60200,208165.87,SELL
2024-09-18,300344,3.492,50100,174845.08,SELL
2024-09-18,300344,3.5,41800,146211.41,SELL
2024-09-18,300344,3.48,34800,121030.7,SELL
2024-09-18,300344,3.48,101900,354397.32,SELL
2024-09-18,300344,3.46,12000,41494.24,SELL
2024-09-18,300344,3.46,60500,209203.27,OTHER
2024-09-13,300344,3.845,133100,511782.94,CANCEL
2024-09-13,300344,3.799,99000,376184.65,BUY
2024-09-13,300344,3.78,14500,54815.78,BUY
2024-09-13,300344,3.825,56100,214589.58,BUY
2024-09-13,300344,3.86,63900,246680.0,BUY
2024-09-13,300344,3.794,41100,155961.44,BUY
2024-09-13,300344,3.8,30800,117052.34,BUY
2024-09-13,300344,3.8,46300,175958.54,BUY
2024-09-13,300344,3.801,46300,176007.72,BUY
2024-03-12,300344,4.65,82000,381069.11,SELL
2024-03-12,300344,4.64,61500,285187.23,SELL
2024-03-12,300344,4.65,46100,214235.2,SELL
2024-03-12,300344,4.64,138600,642714.67,OTHER
2024-03-11,300344,4.33,88500,382973.01,SELL
2024-03-11,300344,4.4,66300,291543.39,SELL
2024-03-11,300344,4.4,31200,137196.89,SELL
2024-03-11,300344,4.36,42000,183009.13,SELL
2024-03-11,300344,4.37,31500,137571.66,SELL
2024-03-11,300344,4.38,23600,103305.43,SELL
2024-03-11,300344,4.38,17700,77479.08,SELL
2024-03-11,300344,4.44,20400,90521.16,SELL
2024-03-11,300344,4.39,32800,143904.8,OTHER
2024-03-11,300344,4.7,82300,386850.77,CANCEL
2024-03-11,300344,4.717,245900,1160066.7,BUY
2024-03-08,300344,4.328,88400,382618.32,CANCEL
2024-03-08,300344,4.34,66400,288191.37,BUY
2024-03-08,300344,4.34,49800,216154.78,BUY
2024-03-08,300344,4.33,37400,161959.07,BUY
2024-03-08,300344,4.33,28100,121685.82,BUY
2024-03-08,300344,4.33,21100,91372.63,BUY
2024-03-08,300344,4.33,31600,136842.42,BUY
2024-03-08,300344,4.39,31200,136982.44,BUY
2023-06-14,002717,3.74,45800,171100.14,SELL
2023-06-14,002717,3.73,34300,127795.7,SELL
2023-06-14,002717,3.72,77400,287605.52,SELL
2023-06-14,002717,3.69,25800,95095.38,OTHER
2023-06-13,002717,3.49,45800,159861.18,CANCEL
2023-06-13,002717,3.49,34200,119372.32,BUY
2023-06-13,002717,3.49,25700,89703.76,BUY
2023-06-13,002717,3.49,77600,270856.5,BUY
2024-10-30,000554,6.434,50000,321500.26,SELL
2024-10-30,000554,6.44,50000,321805.05,SELL
2024-10-30,000554,6.44,50000,321805.06,SELL
2024-10-30,000554,6.45,50000,322304.74,SELL
2024-10-30,000554,6.43,50000,321305.35,SELL
2024-10-30,000554,6.43,25400,163223.13,SELL
2024-10-30,000554,6.4,54300,347309.61,SELL
2024-10-30,000554,6.39,48100,307172.9,SELL
2024-10-30,000554,6.39,40100,256083.87,SELL
2024-10-30,000554,6.39,43100,275242.27,SELL
2024-10-30,000554,6.39,35900,229262.11,SELL
2024-10-30,000554,6.36,89800,570782.24,SELL
2024-10-30,000554,6.35,44900,284942.33,SELL
2024-10-30,000554,6.35,45000,285576.95,OTHER
2024-10-29,000554,6.281,639700,4018126.47,CANCEL
2024-10-29,000554,6.41,78300,501931.9,BUY
2024-10-29,000554,6.42,58600,376251.65,BUY
2023-02-14,002479,4.84,99600,481524.08,SELL
2023-02-14,002479,4.82,6300,30330.63,OTHER
2023-02-13,002479,4.821,105900,510616.27,CANCEL
2023-10-30,600159,3.16,357100,1127741.6,OTHER
2023-10-27,600159,3.237,357100,1156113.4,CANCEL
2023-10-24,600159,3.07,69500,213233.67,SELL
2023-10-24,600159,3.07,55600,170586.96,SELL
2023-10-24,600159,3.07,81900,251278.26,SELL
2023-10-24,600159,3.06,11100,33943.67,SELL
2023-10-24,600159,3.04,129600,393741.56,OTHER
2023-10-23,600159,3.14,347700,1092032.0,CANCEL
2024-01-30,873690,15.29,480,7333.26,SELL
2024-01-30,873690,15.0,5000,74939.23,SELL
2024-01-30,873690,15.0,4000,59951.35,SELL
2024-01-30,873690,15.0,1390,20833.09,SELL
2024-01-30,873690,14.8,33553,496197.41,SELL
2024-01-30,873690,14.663,33553,491578.66,OTHER
2024-01-29,873690,15.7,9367,147107.5,CANCEL
2024-01-29,873690,15.797,11204,177044.84,BUY
2024-01-29,873690,15.8,2948,46592.83,BUY
2024-01-29,873690,15.71,10783,169453.44,BUY
2024-01-29,873690,15.69,8699,136529.62,BUY
2024-01-29,873690,15.655,6977,109255.61,BUY
2024-01-29,873690,15.6,27998,436904.2,BUY
2024-09-06,870199,10.51,400,4200.6,OTHER
2024-09-05,870199,10.6,400,4241.31,CANCEL
2023-04-13,300977,24.41,2600,63394.91,SELL
2023-04-13,300977,24.515,18100,443217.03,OTHER
2023-04-12,300977,24.1,5100,122924.75,CANCEL
2023-04-12,300977,24.097,3900,93991.28,BUY
2023-04-12,300977,24.15,2900,70043.4,BUY
2023-04-12,300977,24.14,3000,72428.69,BUY
2023-04-12,300977,24.14,5800,140028.8,BUY
2024-08-20,300707,11.106,43100,478375.13,SELL
2024-08-20,300707,11.154,28700,319912.17,SELL
2024-08-20,300707,11.08,23900,264645.68,SELL
2024-08-20,300707,11.004,59900,658759.93,SELL
2024-08-20,300707,11.0,59900,658501.1,OTHER
2024-08-19,300707,11.178,16500,184462.44,CANCEL
2024-08-19,300707,11.2,10000,112011.8,BUY
2024-08-19,300707,11.21,10000,112111.82,BUY
2024-08-19,300707,11.21,3300,36998.0,BUY
2024-08-19,300707,11.22,10000,112211.83,BUY
2024-08-19,300707,11.23,10000,112311.84,BUY
2024-08-19,300707,11.19,10000,111911.79,BUY
2024-08-19,300707,11.17,32800,366414.62,BUY
2024-08-19,300707,11.18,32900,367860.77,BUY
2024-09-23,300339,23.25,15800,367127.58,SELL
2024-09-23,300339,23.57,13200,310935.65,SELL
2024-09-23,300339,23.5,2700,63411.58,SELL
2024-09-23,300339,23.2,10600,245771.12,SELL
2024-09-23,300339,23.2,8800,204036.4,SELL
2024-09-23,300339,23.21,7300,169330.42,SELL
2024-09-23,300339,23.0,36900,848186.2,OTHER
2024-09-20,300339,22.38,18900,423026.58,CANCEL
2024-09-20,300339,22.33,19100,426547.95,BUY
2024-09-20,300339,22.349,57300,1280757.98,BUY
2024-12-16,300499,18.65,10000,186387.09,SELL
2024-12-16,300499,18.711,10000,186994.72,SELL
2024-12-16,300499,18.96,5300,100427.17,SELL
2024-12-16,300499,18.52,5000,92543.94,SELL
2024-12-16,300499,18.501,98000,1812044.2,SELL
2024-12-16,300499,18.6,17100,317867.45,SELL
2024-12-16,300499,18.59,3200,59451.98,SELL
2024-12-16,300499,18.58,11200,207970.01,SELL
2024-12-16,300499,18.503,11900,220054.66,SELL
2024-12-16,300499,18.258,9900,180646.58,SELL
2024-12-16,300499,18.25,8200,149559.39,SELL
2024-12-16,300499,18.44,300,5524.24,SELL
2024-12-16,300499,18.43,6800,125248.13,SELL
2024-12-16,300499,18.55,5700,105670.99,SELL
2024-12-16,300499,18.65,14300,266533.52,SELL
2024-12-16,300499,18.64,14400,268253.5,OTHER
2024-12-13,300499,18.179,203600,3701713.12,CANCEL
2024-12-13,300499,18.194,27700,504026.12,BUY
2023-02-24,002819,33.83,3700,125030.81,SELL
2023-02-24,002819,33.72,2800,94310.25,SELL
2023-02-24,002819,33.707,2100,70705.72,SELL
2023-02-24,002819,33.53,1500,50238.67,SELL
2023-02-24,002819,33.403,4800,160153.43,OTHER
2023-02-23,002819,33.158,3800,126016.12,CANCEL
2023-02-23,002819,33.29,2800,93223.19,BUY
2023-02-23,002819,33.349,4000,133411.01,BUY
2023-02-23,002819,33.4,4300,143637.23,BUY
2024-02-26,300901,8.0,41000,327801.43,SELL
2024-02-26,300901,8.0,30800,246250.83,SELL
2024-02-26,300901,7.96,23100,183764.68,SELL
2024-02-26,300901,8.36,17300,144540.45,SELL
2024-02-26,300901,8.37,4600,38477.75,SELL
2024-02-26,300901,8.258,11800,97386.01,SELL
2024-02-26,300901,8.25,15100,124499.58,SELL
2024-02-26,300901,8.2,5100,41794.09,SELL
2024-02-26,300901,8.2,7700,63101.78,SELL
2024-02-26,300901,8.2,7800,63921.28,OTHER
2024-02-23,300901,7.33,20200,148081.61,CANCEL
2024-02-23,300901,7.35,5400,39695.0,BUY
2024-02-23,300901,7.33,10100,74040.8,BUY
2024-02-23,300901,7.399,32400,239765.27,BUY
2024-02-23,300901,7.4,36300,268648.31,BUY
2024-02-23,300901,7.4,8100,59946.32,BUY
2024-02-23,300901,7.4,24600,182059.19,BUY
2024-02-23,300901,7.357,27200,200141.09,BUY
2023-05-15,300901,11.649,11700,136139.32,SELL
2023-05-15,300901,11.71,8800,102932.58,SELL
2023-05-15,300901,11.8,6600,77792.77,SELL
2023-05-15,300901,11.535,4900,56458.7,SELL
2023-05-15,300901,11.5,3700,42502.34,SELL
2023-05-15,300901,11.3,11200,126418.25,OTHER
2023-05-12,300901,12.308,11700,144016.42,CANCEL
2023-05-12,300901,12.31,4400,54170.5,BUY
2023-05-12,300901,12.354,26400,326184.56,BUY
2023-05-12,300901,12.37,4400,54434.53,BUY
2024-10-14,301383,33.0,11500,379270.25,SELL
2024-10-14,301383,33.239,9600,318897.82,SELL
2024-10-14,301383,33.233,8000,265703.05,SELL
2024-10-14,301383,33.225,6600,219153.25,SELL
2024-10-14,301383,33.115,5500,182021.74,SELL
2024-10-14,301383,33.172,4600,152500.62,SELL
2024-10-14,301383,33.16,3800,125931.71,SELL
2024-10-14,301383,33.11,900,29779.1,SELL
2024-10-14,301383,32.95,3100,102083.15,SELL
2024-10-14,301383,32.85,100,3278.36,SELL
2024-10-14,301383,32.8,7800,255685.11,SELL
2024-10-14,301383,32.8,7600,249129.09,OTHER
2024-10-11,301383,37.41,7000,261897.6,CANCEL
2024-10-11,301383,37.5,26100,978846.16,BUY
2024-10-11,301383,37.91,9000,341225.96,BUY
2024-10-11,301383,37.997,6700,254607.83,BUY
2024-10-11,301383,38.0,400,15205.0,BUY
2024-10-11,301383,38.1,4200,160036.87,BUY
2024-10-11,301383,38.0,3900,148215.62,BUY
2024-10-11,301383,38.0,2900,110211.62,BUY
2024-10-11,301383,38.09,4400,167613.66,BUY
2024-10-11,301383,37.61,4500,169262.84,BUY
2024-09-25,873679,10.46,2600,27173.96,OTHER
2024-09-24,873679,10.36,2600,26944.35,CANCEL
2024-07-12,301566,17.952,68000,1220001.96,SELL
2024-07-12,301566,17.942,5000,89656.66,SELL
2024-07-12,301566,17.95,3600,64580.88,SELL
2024-07-12,301566,17.9,5000,89445.8,SELL
2024-07-12,301566,17.905,5000,89468.72,SELL
2024-07-12,301566,17.9,5000,89445.82,SELL
2024-07-12,301566,17.9,5000,89447.78,SELL
2024-07-12,301566,17.9,4955,88640.79,SELL
2024-07-12,301566,17.88,6800,121510.4,SELL
2024-07-12,301566,17.88,5500,98280.46,SELL
2024-07-12,301566,17.98,4400,79064.1,SELL
2024-07-12,301566,17.98,3500,62891.9,SELL
2024-07-12,301566,17.97,2800,50285.54,SELL
2024-07-12,301566,17.94,3800,68130.72,SELL
2024-07-12,301566,18.004,7645,137554.67,OTHER
2024-07-11,301566,17.74,5000,88709.35,CANCEL
2024-07-11,301566,17.69,500,8850.0,BUY
2024-07-11,301566,17.71,5000,88559.33,BUY
2024-07-11,301566,17.795,10000,177964.76,BUY
2024-07-11,301566,17.76,5000,88809.36,BUY
2024-07-11,301566,17.81,5000,89059.39,BUY
2024-07-11,301566,17.91,3400,60900.42,BUY
2024-07-11,301566,17.986,1700,30581.0,BUY
2024-07-11,301566,18.0,5000,90009.49,BUY
2024-07-11,301566,17.89,5000,89457.43,BUY
2024-07-11,301566,17.939,5000,89706.55,BUY
2024-07-11,301566,17.94,5000,89709.45,BUY
2024-07-11,301566,17.95,5000,89759.46,BUY
2024-07-11,301566,17.93,5000,89659.45,BUY
2024-07-11,301566,17.8,5000,89009.38,BUY
2024-07-11,301566,17.793,5000,88973.13,BUY
2024-07-11,301566,17.85,4700,83903.84,BUY
2024-07-11,301566,17.892,5000,89471.43,BUY
2024-07-11,301566,17.88,3800,67951.16,BUY
2024-07-11,301566,17.9,5000,89509.43,BUY
2024-07-11,301566,17.9,6700,119942.64,BUY
2024-07-11,301566,17.899,10100,180803.05,BUY
2024-07-11,301566,17.9,10100,180809.06,BUY
2024-12-20,301088,15.52,100,1552.0,SELL
2024-12-20,301088,15.51,39100,606441.0,SELL
2024-12-20,301088,15.5,600,9300.0,SELL
2024-12-20,301088,15.5,500,7750.0,SELL
2024-12-20,301088,15.5,200,3100.0,SELL
2024-12-20,301088,15.5,300,4650.0,SELL
2024-12-20,301088,15.5,8600,133300.0,SELL
2024-12-20,301088,15.5,17700,274350.0,SELL
2024-12-20,301088,15.5,4700,72850.0,SELL
2024-12-20,301088,15.51,1000,15510.0,SELL
2024-12-20,301088,15.5,26200,406100.0,SELL
2024-12-20,301088,15.53,3600,55908.0,SELL
2024-12-20,301088,15.51,2400,37224.0,SELL
2024-12-20,301088,15.5,8100,125550.0,SELL
2024-12-20,301088,15.6,200,3120.0,SELL
2024-12-20,301088,15.6,1000,15600.0,SELL
2024-12-20,301088,15.6,1500,23400.0,SELL
2024-12-20,301088,15.6,7000,109200.0,SELL
2024-12-20,301088,15.6,1800,28080.0,SELL
2024-12-20,301088,15.47,1000,15470.0,SELL
2024-12-20,301088,15.45,800,12360.0,SELL
2024-12-20,301088,15.44,500,7720.0,SELL
2024-12-20,301088,15.44,200,3088.0,SELL
2024-12-20,301088,15.44,10000,154400.0,SELL
2024-12-20,301088,15.44,600,9264.0,SELL
2024-12-20,301088,15.49,4900,75901.0,SELL
2024-12-20,301088,15.49,3400,52666.0,SELL
2024-12-20,301088,15.49,500,7745.0,SELL
2024-12-20,301088,15.5,2600,40300.0,SELL
2024-12-20,301088,15.5,5200,80600.0,SELL
2024-12-20,301088,15.5,5300,82150.0,SELL
2024-12-20,301088,15.55,200,3110.0,SELL
2024-12-20,301088,15.55,500,7775.0,SELL
2024-12-20,301088,15.55,1100,17105.0,SELL
2024-12-20,301088,15.55,13900,216145.0,SELL
2024-12-20,301088,15.6,3500,54600.0,SELL
2024-12-20,301088,15.6,2700,42120.0,SELL
2024-12-20,301088,15.68,7300,114464.0,SELL
2024-12-20,301088,15.68,9200,144256.0,SELL
2024-12-20,301088,15.65,6700,104855.0,SELL
2024-12-20,301088,15.65,3000,46950.0,SELL
2024-12-20,301088,15.65,4100,64165.0,SELL
2024-12-20,301088,15.65,100,1565.0,SELL
2024-12-20,301088,15.65,600,9390.0,SELL
2024-12-20,301088,15.65,500,7825.0,SELL
2024-12-20,301088,15.65,2000,31300.0,SELL
2024-12-20,301088,15.65,1300,20345.0,OTHER
2024-12-19,301088,13.9,12000,166817.58,CANCEL
2024-12-19,301088,13.949,20000,279015.41,BUY
2024-12-19,301088,13.95,5000,69757.35,BUY
2024-12-19,301088,13.969,10000,139699.72,BUY
2024-12-19,301088,14.395,27100,390135.12,BUY
2024-12-19,301088,14.399,22600,325447.3,BUY
2024-12-19,301088,14.387,22600,325174.27,BUY
2024-12-19,301088,14.475,27800,402448.41,BUY
2024-12-19,301088,14.514,39300,570470.12,BUY
2024-12-19,301088,14.794,16000,236720.95,BUY
2024-12-19,301088,14.928,16300,243348.65,BUY
2024-12-19,301088,14.798,16600,245680.89,BUY
2024-01-26,301533,30.2,8300,250508.25,SELL
2024-01-26,301533,30.3,6700,202887.09,SELL
2024-01-26,301533,30.565,5300,161893.9,SELL
2024-01-26,301533,30.56,4300,131328.44,SELL
2024-01-26,301533,30.552,3400,103813.09,SELL
2024-01-26,301533,30.55,2200,67169.31,SELL
2024-01-26,301533,30.422,1800,54726.86,SELL
2024-01-26,301533,30.402,1900,57729.03,SELL
2024-01-26,301533,30.49,300,9137.43,SELL
2024-01-26,301533,30.061,1500,45063.45,SELL
2024-01-26,301533,30.104,6200,186532.0,OTHER
2024-01-25,301533,29.777,6500,193572.4,CANCEL
2024-01-25,301533,29.873,16700,498927.58,BUY
2024-01-25,301533,29.989,13800,413898.62,BUY
2024-01-25,301533,30.0,3800,114012.02,BUY
2024-01-25,301533,29.82,1100,32807.0,BUY
2024-10-24,300128,6.6,37900,249988.57,SELL
2024-10-24,300128,6.55,30000,196381.02,SELL
2024-10-24,300128,6.54,30000,196081.22,SELL
2024-10-24,300128,6.53,30000,195781.41,SELL
2024-10-24,300128,6.48,50000,323803.86,SELL
2024-10-24,300128,6.46,118600,765692.16,SELL
2024-10-24,300128,6.44,118700,763965.21,SELL
2024-10-24,300128,6.48,30000,194282.32,SELL
2024-10-24,300128,6.5,50000,324803.21,SELL
2024-10-24,300128,6.5,65800,427441.06,SELL
2024-10-24,300128,6.501,54800,356048.5,SELL
2024-10-24,300128,6.52,45700,297783.61,SELL
2024-10-24,300128,6.51,57100,371495.91,SELL
2024-10-24,300128,6.51,85700,557569.24,SELL
2024-10-24,300128,6.5,85700,556712.74,OTHER
2024-10-23,300128,5.535,200000,1107132.68,CANCEL
2024-10-23,300128,5.552,200000,1110541.04,BUY
2024-10-23,300128,5.561,45200,251370.49,BUY
2024-10-23,300128,5.585,200000,1117026.72,BUY
2024-10-23,300128,5.599,200000,1119825.02,BUY
2024-10-23,300128,5.6,44800,250906.44,BUY
2024-10-15,300128,4.65,102500,476336.43,SELL
2024-10-15,300128,4.64,85500,396479.84,SELL
2024-10-15,300128,4.64,71200,330168.0,SELL
2024-10-15,300128,4.63,178100,824103.75,SELL
2024-10-15,300128,4.63,7600,35165.4,SELL
2024-10-15,300128,4.63,28400,131412.39,SELL
2024-10-15,300128,4.63,23700,109664.57,SELL
2024-10-15,300128,4.63,19700,91155.78,SELL
2024-10-15,300128,4.64,98800,458154.47,OTHER
2024-10-14,300128,4.55,200000,910095.91,CANCEL
2024-10-14,300128,4.55,200000,910095.91,BUY
2024-10-14,300128,4.55,15500,70532.43,BUY
2024-05-30,300128,3.48,50000,173894.65,SELL
2024-05-30,300128,3.48,50000,173894.67,SELL
2024-05-30,300128,3.51,98300,344824.09,SELL
2024-05-30,300128,3.52,78700,276856.25,SELL
2024-05-30,300128,3.51,50000,175393.73,SELL
2024-05-30,300128,3.47,52900,183451.88,SELL
2024-05-30,300128,3.5,42400,148310.15,SELL
2024-05-30,300128,3.5,33900,118578.15,SELL
2024-05-30,300128,3.5,27100,94792.57,SELL
2024-05-30,300128,3.49,21700,75687.21,SELL
2024-05-30,300128,3.49,17300,60340.45,SELL
2024-05-30,300128,3.48,69678,242332.65,OTHER
2024-05-29,300128,3.58,30000,107411.32,CANCEL
2024-05-29,300128,3.58,30000,107411.32,BUY
2024-05-29,300128,3.59,200000,718143.68,BUY
2024-05-29,300128,3.6,200000,720074.89,BUY
2024-05-29,300128,3.6,66878,240786.18,BUY
2024-05-29,300128,3.62,29700,107525.33,BUY
2024-05-29,300128,3.64,21200,77176.13,BUY
2024-05-29,300128,3.62,64200,232428.5,BUY
2023-10-23,300128,5.0,219900,1098834.36,OTHER
2023-10-20,300128,5.16,8500,43865.0,CANCEL
2023-10-20,300128,5.171,35200,182023.98,BUY
2023-10-20,300128,5.19,35200,182707.26,BUY
2023-10-20,300128,5.19,28200,146373.43,BUY
2023-10-20,300128,5.21,22500,117237.36,BUY
2023-10-20,300128,5.2,18000,93609.87,BUY
2023-10-20,300128,5.19,14400,74743.88,BUY
2023-10-20,300128,5.19,11500,59691.29,BUY
2023-10-20,300128,5.19,46400,240827.38,BUY
2024-08-30,300238,9.3,36500,339244.47,SELL
2024-08-30,300238,9.3,30400,282548.79,SELL
2024-08-30,300238,9.31,25400,236330.8,SELL
2024-08-30,300238,9.311,21100,196342.0,SELL
2024-08-30,300238,9.35,6000,56066.04,SELL
2024-08-30,300238,9.33,14700,137067.96,SELL
2024-08-30,300238,9.32,10200,95006.45,SELL
2024-08-30,300238,9.33,12200,113757.08,SELL
2024-08-30,300238,9.33,25600,238703.39,SELL
2024-08-30,300238,9.33,25600,238703.41,SELL
2024-08-30,300238,9.335,11600,108225.42,OTHER
2024-08-29,300238,9.629,50000,481498.74,CANCEL
2024-08-29,300238,9.599,50000,480002.59,BUY
2024-08-29,300238,9.6,44000,422444.52,BUY
2024-08-29,300238,9.62,38200,367522.73,BUY
2024-08-29,300238,9.57,18600,178020.76,BUY
2024-08-29,300238,9.6,18500,177618.72,BUY
2024-01-02,835207,15.581,17894,278421.02,SELL
2024-01-02,835207,15.295,14315,218638.97,SELL
2024-01-02,835207,15.4,11452,176116.53,SELL
2024-01-02,835207,15.44,9162,141265.35,SELL
2024-01-02,835207,15.29,36650,559602.38,OTHER
2023-12-29,835207,13.4,22368,299996.46,CANCEL
2023-12-29,835207,13.4,16776,224997.35,BUY
2023-12-29,835207,13.4,12544,168238.36,BUY
2023-12-29,835207,13.4,18892,253374.09,BUY
2023-12-29,835207,13.4,18893,253390.25,BUY
2023-11-22,835207,7.25,10000,72399.59,SELL
2023-11-22,835207,7.25,40689,294586.68,SELL
2023-11-22,835207,7.22,32551,234692.72,SELL
2023-11-22,835207,7.15,26041,185935.27,SELL
2023-11-22,835207,7.2,5756,41385.8,SELL
2023-11-22,835207,7.3,19682,143479.6,SELL
2023-11-22,835207,7.8,11029,85907.06,SELL
2023-11-22,835207,7.79,13539,105322.74,SELL
2023-11-22,835207,7.85,10832,84913.42,SELL
2023-11-22,835207,7.84,43328,339221.04,OTHER
2023-11-21,835207,6.44,82256,530197.44,CANCEL
2023-11-21,835207,6.44,82065,528966.32,BUY
2023-11-21,835207,6.495,16261,105701.82,BUY
2023-11-21,835207,6.5,13012,84652.86,BUY
2023-11-21,835207,6.13,11019,67606.25,BUY
2023-11-21,835207,6.13,8834,54200.34,BUY
2023-06-26,600979,3.77,165000,621347.05,OTHER
2023-06-21,600979,3.63,41300,149938.47,CANCEL
2023-06-21,600979,3.63,30900,112181.58,BUY
2023-06-21,600979,3.64,34800,126688.44,BUY
2023-06-21,600979,3.64,58000,211147.42,BUY
2024-06-05,300859,32.1,11700,375342.59,SELL
2024-06-05,300859,32.009,19000,607804.8,SELL
2024-06-05,300859,32.0,200,6391.8,SELL
2024-06-05,300859,31.84,6100,194108.42,SELL
2024-06-05,300859,31.9,6300,200848.33,SELL
2024-06-05,300859,31.82,5100,162183.76,SELL
2024-06-05,300859,31.9,4000,127522.75,SELL
2024-06-05,300859,32.28,3200,103233.46,SELL
2024-06-05,300859,32.04,2600,83253.57,SELL
2024-06-05,300859,32.042,5300,169718.19,SELL
2024-06-05,300859,32.0,1000,31979.0,SELL
2024-06-05,300859,31.97,4300,137387.78,OTHER
2024-06-04,300859,30.956,68800,2130023.48,CANCEL
2024-01-10,300859,27.11,8500,230295.49,SELL
2024-01-10,300859,27.071,8500,229960.7,SELL
2024-01-10,300859,27.01,25600,691040.39,OTHER
2024-01-09,300859,27.48,7700,211618.3,CANCEL
2024-01-09,300859,27.559,24900,686299.33,BUY
2024-01-09,300859,27.831,3000,83500.8,BUY
2024-01-09,300859,27.8,2400,66727.03,BUY
2024-01-09,300859,27.78,1900,52787.56,BUY
2024-01-09,300859,27.65,1500,41480.0,BUY
2024-01-09,300859,27.65,1200,33185.0,BUY
2024-03-25,688400,23.9,4414,105429.68,OTHER
2024-03-22,688400,24.0,17730,425258.14,SELL
2024-03-22,688400,23.872,14184,338385.78,SELL
2024-03-22,688400,24.007,11347,272234.9,SELL
2024-03-22,688400,23.93,9077,217078.94,SELL
2024-03-22,688400,23.9,4414,105506.78,BUY
2024-03-22,688400,24.0,7262,174180.75,SELL
2024-03-22,688400,24.0,5810,139354.17,SELL
2024-03-22,688400,24.0,710,17026.31,SELL
2024-03-22,688400,23.93,4506,107762.22,SELL
2024-03-22,688400,23.935,3604,86207.64,SELL
2024-03-22,688400,23.93,2884,68971.63,SELL
2024-03-22,688400,23.9,11536,275540.7,SELL
2024-03-21,688400,23.8,22217,528830.57,CANCEL
2024-03-21,688400,23.809,16665,396826.44,BUY
2024-03-21,688400,23.81,12499,297635.54,BUY
2024-03-21,688400,23.827,9367,223212.82,BUY
2024-03-21,688400,23.83,27902,664981.43,BUY
2024-09-13,872953,12.001,10000,119914.5,SELL
2024-09-13,872953,11.9,5000,59451.8,SELL
2024-09-13,872953,11.87,7000,83022.69,SELL
2024-09-13,872953,11.91,5000,59501.76,SELL
2024-09-13,872953,11.907,5000,59487.89,SELL
2024-09-13,872953,11.872,5000,59309.42,SELL
2024-09-13,872953,11.87,5000,59301.92,SELL
2024-09-13,872953,11.87,8000,94883.08,SELL
2024-09-13,872953,11.817,5000,59038.9,SELL
2024-09-13,872953,11.812,5000,59013.28,SELL
2024-09-13,872953,11.85,5000,59202.0,SELL
2024-09-13,872953,11.86,4444,52663.14,SELL
2024-09-13,872953,11.813,20000,236070.02,SELL
2024-09-13,872953,11.79,5000,58902.24,SELL
2024-09-13,872953,11.808,5000,58990.18,SELL
2024-09-13,872953,11.8,5000,58952.21,SELL
2024-09-13,872953,12.0,5000,59951.4,SELL
2024-09-13,872953,11.95,5000,59701.61,SELL
2024-09-13,872953,12.0,5000,59951.71,SELL
2024-09-13,872953,11.99,5242,62800.67,SELL
2024-09-13,872953,11.99,5000,59901.44,SELL
2024-09-13,872953,11.95,5000,59701.59,SELL
2024-09-13,872953,11.931,10606,126442.14,SELL
2024-09-13,872953,11.905,6968,82887.03,SELL
2024-09-13,872953,11.82,3638,42966.32,OTHER
2024-09-12,872953,12.11,5000,60568.77,CANCEL
2024-09-12,872953,12.13,5000,60668.81,BUY
2024-09-12,872953,12.36,39027,482521.91,BUY
2024-09-12,872953,12.5,30316,379067.51,BUY
2024-09-12,872953,12.474,22737,283699.04,BUY
2024-09-12,872953,12.497,34130,426646.86,BUY
2024-09-12,872953,12.3,17347,213428.25,BUY
2024-09-12,872953,12.3,8674,106723.28,BUY
2024-09-12,872953,12.31,8667,106723.84,BUY
2023-09-01,872953,14.006,64277,899023.3,SELL
2023-09-01,872953,13.98,5111,71352.82,OTHER
2023-08-31,872953,13.75,14300,196799.02,CANCEL
2023-08-31,872953,13.75,6717,92440.48,BUY
