datetime,code,price,volume,amount,side
2024-01-10,837174,12.8,1269,16248.24,BUY
2024-01-10,837174,12.99,7655,99469.28,BUY
2024-01-10,837174,12.985,6128,79598.39,BUY
2024-01-10,837174,13.028,4887,63687.35,BUY
2024-01-10,837174,13.095,3888,50930.29,BUY
2024-01-10,837174,13.11,3105,40719.17,BUY
2024-01-10,837174,13.11,1988,26070.76,BUY
2024-01-10,837174,12.67,2160,27375.68,BUY
2024-11-26,300180,7.45,116400,866654.99,SELL
2024-11-26,300180,7.45,97000,722212.44,SELL
2024-11-26,300180,7.45,97000,722212.48,SELL
2024-11-26,300180,7.401,269500,1993363.49,OTHER
2024-11-26,300180,7.45,53900,401311.9,SELL
2024-11-26,300180,7.46,64600,481624.24,SELL
2024-11-25,300180,7.385,200000,1477059.67,CANCEL
2024-11-25,300180,7.394,200000,1479039.87,BUY
2024-11-25,300180,7.439,148700,1106346.6,BUY
2024-11-25,300180,7.4,74900,554318.42,BUY
2024-11-25,300180,7.42,74800,555074.5,BUY
2024-09-26,300180,5.09,200000,1017383.64,SELL
2024-09-26,300180,5.09,200000,1017383.7,SELL
2024-09-26,300180,5.09,41500,211107.14,OTHER
2024-09-25,300180,5.0,222900,1114617.47,CANCEL
2024-09-25,300180,5.1,218600,1114977.51,BUY
2024-08-22,300665,5.614,55900,313651.01,OTHER
2024-08-21,300665,5.7,7300,41584.16,SELL
2024-08-21,300665,5.51,11600,63877.3,SELL
2024-08-21,300665,5.5,50400,277032.1,SELL
2024-08-21,300665,5.512,48400,266606.49,SELL
2024-08-21,300665,5.51,40300,221918.57,SELL
2024-08-21,300665,5.51,33600,185023.92,SELL
2024-08-21,300665,5.52,28000,154466.43,SELL
2024-08-21,300665,5.49,70100,384616.02,SELL
2024-08-21,300665,5.517,35100,193514.78,SELL
2024-08-21,300665,5.55,15500,85972.92,SELL
2024-08-21,300665,5.57,55900,311395.82,BUY
2024-08-21,300665,5.6,19652,109984.57,SELL
2024-08-20,300665,5.85,155800,911526.06,CANCEL
2024-08-20,300665,5.988,204152,1222682.86,BUY
2024-06-21,833346,11.95,5000,59701.6,SELL
2024-06-21,833346,11.93,5000,59601.68,SELL
2024-06-21,833346,11.93,2330,27774.38,SELL
2024-06-21,833346,11.9,11051,131400.37,SELL
2024-06-21,833346,11.85,25000,296010.03,SELL
2024-06-21,833346,11.86,6000,71104.35,SELL
2024-06-21,833346,11.852,10000,118424.69,SELL
2024-06-21,833346,11.853,5000,59217.21,SELL
2024-06-21,833346,11.85,5000,59202.0,SELL
2024-06-21,833346,11.83,6000,70922.51,SELL
2024-06-21,833346,11.85,1596,18897.28,SELL
2024-06-21,833346,11.833,7000,82761.41,SELL
2024-06-21,833346,11.73,10000,117204.97,SELL
2024-06-21,833346,11.75,5000,58704.71,SELL
2024-06-21,833346,11.742,5000,58663.44,SELL
2024-06-21,833346,11.75,5000,58702.55,SELL
2024-06-21,833346,11.808,6000,70792.66,SELL
2024-06-21,833346,11.8,5000,58952.21,SELL
2024-06-21,833346,11.796,4409,51964.79,SELL
2024-06-21,833346,11.684,14034,163834.94,SELL
2024-06-21,833346,11.67,4300,50140.36,SELL
2024-06-21,833346,11.75,1285,15086.52,SELL
2024-06-21,833346,11.682,5000,58362.69,SELL
2024-06-21,833346,11.66,7000,81553.89,SELL
2024-06-21,833346,11.68,5000,58352.69,SELL
2024-06-21,833346,11.69,6710,78376.37,SELL
2024-06-21,833346,11.69,5368,62701.1,SELL
2024-06-21,833346,11.701,4295,50215.77,SELL
2024-06-21,833346,11.692,3436,40142.33,SELL
2024-06-21,833346,11.69,2749,32110.89,SELL
2024-06-21,833346,11.69,10996,128439.13,OTHER
2024-06-20,833346,11.294,10000,112977.04,CANCEL
2024-06-20,833346,11.29,4647,52480.9,BUY
2024-06-20,833346,11.37,20000,227468.72,BUY
2024-06-20,833346,11.34,2518,28562.98,BUY
2024-06-20,833346,11.307,12000,135722.12,BUY
2024-06-20,833346,11.306,25000,282727.08,BUY
2024-06-20,833346,11.26,6000,67580.95,BUY
2024-06-20,833346,11.26,20000,225269.82,BUY
2024-06-20,833346,11.246,1446,16266.59,BUY
2024-06-20,833346,11.289,2705,30545.97,BUY
2024-06-20,833346,11.32,16607,188049.52,BUY
2024-06-20,833346,11.381,15763,179461.91,BUY
2024-06-20,833346,11.564,40968,473884.48,BUY
2024-06-20,833346,11.8,10000,118036.58,BUY
2024-06-20,833346,11.662,11905,138885.0,BUY
2023-11-20,300449,6.45,48100,310057.15,SELL
2023-11-20,300449,6.4,38500,246250.83,SELL
2023-11-20,300449,6.42,30800,197616.31,SELL
2023-11-20,300449,6.42,24600,157836.38,SELL
2023-11-20,300449,6.44,19700,126791.19,SELL
2023-11-20,300449,6.43,15800,101532.49,SELL
2023-11-20,300449,6.4,31600,202117.56,SELL
2023-11-20,300449,6.41,15800,101216.69,SELL
2023-11-20,300449,6.41,200,1276.36,SELL
2023-11-20,300449,6.39,15600,99623.64,OTHER
2023-11-17,300449,6.36,2700,17177.0,CANCEL
2023-11-17,300449,6.378,47500,302993.73,BUY
2023-11-17,300449,6.379,38000,242441.55,BUY
2023-11-17,300449,6.37,30400,193668.41,BUY
2023-11-17,300449,6.37,24300,154807.31,BUY
2023-11-17,300449,6.36,19500,124033.07,BUY
2023-11-17,300449,6.36,15600,99226.46,BUY
2023-11-17,300449,6.36,62700,398814.03,BUY
2023-10-20,300366,16.511,69000,1138581.11,OTHER
2023-10-19,300366,17.971,69000,1240104.69,CANCEL
2023-01-05,002712,5.6,69300,387645.35,OTHER
2023-07-05,300095,9.98,9394,93647.12,SELL
2023-07-05,300095,10.01,22600,225981.62,SELL
2023-07-05,300095,10.1,16900,170498.83,SELL
2023-07-05,300095,10.1,12700,128126.34,SELL
2023-07-05,300095,10.2,38306,390283.59,OTHER
2023-07-04,300095,9.53,31500,300231.02,BUY
2023-07-04,300095,10.45,19200,200415.26,SELL
2023-07-03,300095,9.458,21900,207152.86,CANCEL
2023-07-03,300095,9.46,16400,155158.62,BUY
2023-07-03,300095,9.46,12300,116371.96,BUY
2023-07-03,300095,9.459,9200,87034.44,BUY
2023-07-03,300095,9.46,6900,65281.83,BUY
2023-07-03,300095,9.46,5200,49197.9,BUY
2023-07-03,300095,9.46,15700,148539.82,BUY
2024-08-27,300650,9.36,10000,93543.33,SELL
2024-08-27,300650,9.36,10000,93543.34,SELL
2024-08-27,300650,9.38,7700,72182.28,SELL
2024-08-27,300650,9.38,2800,26245.87,SELL
2024-08-27,300650,9.37,10000,93643.25,SELL
2024-08-27,300650,9.37,10000,93643.27,SELL
2024-08-27,300650,9.36,32900,307757.58,SELL
2024-08-27,300650,9.37,16500,154511.36,SELL
2024-08-27,300650,9.37,13700,128291.23,SELL
2024-08-27,300650,9.37,11400,106753.32,SELL
2024-08-27,300650,9.37,28700,268756.2,SELL
2024-08-27,300650,9.37,28700,268756.14,OTHER
2024-08-26,300650,9.75,50000,487550.22,CANCEL
2024-08-26,300650,9.75,50000,487551.38,BUY
2024-08-26,300650,9.799,43700,428248.55,BUY
2024-08-26,300650,9.75,18000,175518.5,BUY
2024-08-26,300650,9.963,34300,341772.02,BUY
2024-08-26,300650,10.0,8600,86009.06,BUY
2024-08-26,300650,9.96,7800,77696.19,BUY
2024-11-18,300242,4.78,96600,461468.43,SELL
2024-11-18,300242,4.77,45900,218810.42,SELL
2024-11-18,300242,4.75,200000,949424.78,SELL
2024-11-18,300242,4.73,51200,242029.35,SELL
2024-11-18,300242,4.71,42700,200998.24,SELL
2024-11-18,300242,4.71,35600,167574.49,SELL
2024-11-18,300242,4.7,89000,418046.72,SELL
2024-11-18,300242,4.7,17800,83609.33,SELL
2024-11-18,300242,4.7,35600,167218.67,SELL
2024-11-18,300242,4.712,17800,83818.22,SELL
2024-11-18,300242,4.72,17800,83965.12,OTHER
2024-11-15,300242,5.08,50000,254026.77,CANCEL
2024-11-15,300242,5.081,50000,254064.78,BUY
2024-11-15,300242,5.08,50000,254026.77,BUY
2024-11-15,300242,5.07,50000,253526.72,BUY
2024-11-15,300242,5.06,50000,253026.67,BUY
2024-11-15,300242,5.05,50000,252526.61,BUY
2023-08-07,300242,3.593,299900,1076348.13,SELL
2023-08-07,300242,3.59,18000,64547.63,OTHER
2023-08-04,300242,3.68,299900,1103764.44,CANCEL
2023-08-04,300242,3.69,18000,66427.97,BUY
2023-08-01,300242,3.5,30000,104882.4,SELL
2023-08-01,300242,3.5,91900,321289.75,SELL
2023-08-01,300242,3.5,61200,213960.1,SELL
2023-08-01,300242,3.49,61300,213697.35,OTHER
2023-08-01,300242,3.5,61300,214309.7,SELL
2023-07-31,300242,3.522,299900,1056510.77,CANCEL
2023-07-31,300242,3.53,5800,20479.0,BUY
2024-03-14,430556,5.59,20000,111709.44,SELL
2024-03-14,430556,5.54,45109,249701.44,SELL
2024-03-14,430556,5.456,36087,196735.16,SELL
2024-03-14,430556,5.44,36087,196155.87,SELL
2024-03-14,430556,5.43,12591,68313.75,SELL
2024-03-14,430556,5.376,17322,93041.93,SELL
2024-03-14,430556,5.44,10000,54355.94,SELL
2024-03-14,430556,5.44,1434,7794.64,SELL
2024-03-14,430556,5.4,22334,120505.92,SELL
2024-03-14,430556,5.37,22290,119600.34,SELL
2024-03-14,430556,5.42,5572,30175.79,SELL
2024-03-14,430556,5.42,7371,39918.46,SELL
2024-03-14,430556,5.36,9348,50064.69,OTHER
2024-03-13,430556,5.9,122833,724939.36,CANCEL
2024-03-13,430556,5.888,61416,361734.63,BUY
2024-03-13,430556,5.95,15256,90801.34,BUY
2024-03-13,430556,5.96,11422,68096.22,BUY
2024-03-13,430556,5.9,8654,51074.43,BUY
2024-03-13,430556,5.9,25964,153235.09,BUY
2023-03-20,600202,6.05,51600,311827.18,SELL
2023-03-20,600202,6.026,51600,310573.66,OTHER
2023-03-17,600202,5.926,51300,304050.51,CANCEL
2023-03-17,600202,5.916,25900,153241.95,BUY
2023-03-17,600202,5.9,26000,153419.94,BUY
2024-08-05,600512,2.2,50000,109932.32,SELL
2024-08-05,600512,2.2,286500,629912.11,SELL
2024-08-05,600512,2.19,588000,1286927.46,SELL
2024-08-05,600512,2.17,271600,589009.27,OTHER
2024-08-02,600512,2.2,253500,557764.35,CANCEL
2024-08-02,600512,2.2,190100,418268.26,BUY
2024-08-02,600512,2.19,142600,312330.04,BUY
2024-08-02,600512,2.19,430600,943122.82,BUY
2024-08-02,600512,2.18,229300,499931.68,BUY
2023-01-19,301285,14.56,8600,125075.75,SELL
2023-01-19,301285,14.57,6500,94598.93,SELL
2023-01-19,301285,14.55,9800,142430.26,SELL
2023-01-19,301285,14.58,3400,49516.49,SELL
2023-01-19,301285,14.57,6400,93143.53,OTHER
2023-01-18,301285,14.477,34700,502427.28,CANCEL
2023-02-13,002341,4.54,113100,512898.91,OTHER
2023-02-10,002341,4.38,34400,150690.08,CANCEL
2023-02-10,002341,4.38,25800,113017.56,BUY
2023-02-10,002341,4.38,19400,84982.2,BUY
2023-02-10,002341,4.38,14500,63517.62,BUY
2023-02-10,002341,4.39,10900,47856.74,BUY
2023-02-10,002341,4.39,8100,35564.0,BUY
2024-04-02,300135,3.67,88497,324587.31,SELL
2024-04-02,300135,3.67,102700,376680.8,SELL
2024-04-02,300135,3.67,82200,301491.34,SELL
2024-04-02,300135,3.66,65700,240316.44,SELL
2024-04-02,300135,3.65,52600,191873.73,SELL
2024-04-02,300135,3.66,42100,153992.72,SELL
2024-04-02,300135,3.62,33700,121920.14,SELL
2024-04-02,300135,3.61,26900,97050.21,SELL
2024-04-02,300135,3.61,21500,77568.01,SELL
2024-04-02,300135,3.6,17200,61882.51,SELL
2024-04-02,300135,3.61,9400,33912.03,SELL
2024-04-02,300135,3.6,26600,95702.03,SELL
2024-04-02,300135,3.58,33203,118794.78,OTHER
2024-04-01,300135,3.22,50000,161016.97,CANCEL
2024-04-01,300135,3.22,50000,161016.97,BUY
2024-04-01,300135,3.22,126300,406728.86,BUY
2024-04-01,300135,3.23,94400,304944.14,BUY
2024-04-01,300135,3.25,231900,753754.44,BUY
2024-04-01,300135,3.25,49700,161542.02,BUY
2023-08-02,300135,3.2,66900,213840.23,SELL
2023-08-02,300135,3.21,53500,171542.66,SELL
2023-08-02,300135,3.2,107000,342016.51,SELL
2023-08-02,300135,3.19,90100,287097.08,SELL
2023-08-02,300135,3.18,17000,53999.45,OTHER
2023-08-01,300135,3.197,299900,958971.06,CANCEL
2023-08-01,300135,3.2,34600,110733.29,BUY
2024-07-26,000572,3.82,216700,827292.86,SELL
2024-07-26,000572,3.83,72200,276358.59,SELL
2024-07-26,000572,3.83,60200,230426.45,SELL
2024-07-26,000572,3.81,16200,61684.63,SELL
2024-07-26,000572,3.77,44308,166939.99,SELL
2024-07-26,000572,3.75,237400,889710.92,SELL
2024-07-26,000572,3.73,3092,11522.39,OTHER
2024-07-25,000572,3.499,172000,601863.43,CANCEL
2024-07-25,000572,3.55,478100,1697433.89,BUY
2024-09-20,300176,5.47,64900,354788.09,SELL
2024-09-20,300176,5.454,54100,294881.36,SELL
2024-09-20,300176,5.5,45100,247899.83,SELL
2024-09-20,300176,5.59,18400,102793.73,SELL
2024-09-20,300176,5.48,34500,188945.53,SELL
2024-09-20,300176,5.48,28800,157728.46,SELL
2024-09-20,300176,5.48,24000,131440.39,SELL
2024-09-20,300176,5.5,20000,109933.4,SELL
2024-09-20,300176,5.43,16600,90083.43,SELL
2024-09-20,300176,5.43,83526,453271.61,OTHER
2024-09-19,300176,5.97,43800,261506.56,CANCEL
2024-09-19,300176,5.995,234426,1405428.38,BUY
2024-09-19,300176,6.05,29100,176073.56,BUY
2024-09-19,300176,6.05,82600,499782.67,BUY
2024-01-25,872351,10.0,25659,256388.27,SELL
2024-01-25,872351,10.223,20527,209680.88,SELL
2024-01-25,872351,10.172,16422,166915.95,SELL
2024-01-25,872351,10.18,65687,668156.38,OTHER
2024-01-24,872351,9.589,3216,30848.87,CANCEL
2024-01-24,872351,9.61,6000,57677.88,BUY
2024-01-24,872351,9.61,5000,48064.9,BUY
2024-01-24,872351,9.61,1225,11775.9,BUY
2024-01-24,872351,9.648,36264,349967.7,BUY
2024-01-24,872351,9.69,8800,85298.43,BUY
2024-01-24,872351,9.65,4471,43158.52,BUY
2024-01-24,872351,9.72,49733,483554.62,BUY
2024-01-24,872351,9.819,13586,133439.88,BUY
2024-11-19,113691,103.0,10,1029.0,OTHER
2024-11-26,123220,124.715,20740,2586725.74,CANCEL
2024-11-26,123220,123.858,20310,2515679.35,BUY
2024-11-26,123220,130.116,13680,1779897.11,SELL
2024-11-26,123220,130.0,510,66296.68,SELL
2024-11-26,123220,130.36,4470,582680.74,SELL
2024-11-26,123220,130.543,3730,486901.8,SELL
2024-11-26,123220,130.318,3730,486060.73,SELL
2024-11-26,123220,131.042,2480,324969.1,SELL
2024-11-26,123220,130.987,3110,407348.78,SELL
2024-11-26,123220,130.671,2330,304449.27,SELL
2024-11-26,123220,130.614,2330,304315.45,SELL
2024-11-26,123220,130.932,1170,153183.33,SELL
2024-11-26,123220,131.172,1750,229540.34,SELL
2024-11-26,123220,131.598,1760,231601.17,OTHER
2024-10-17,300120,12.076,36600,441710.42,SELL
2024-10-17,300120,12.021,45800,550220.95,SELL
2024-10-17,300120,12.0,34300,411350.82,SELL
2024-10-17,300120,11.8,20600,242932.84,SELL
2024-10-17,300120,11.338,13700,155237.96,SELL
2024-10-17,300120,11.3,11400,128742.01,SELL
2024-10-17,300120,11.27,9500,107000.18,SELL
2024-10-17,300120,10.5,7900,82899.77,SELL
2024-10-17,300120,10.44,6600,68862.28,SELL
2024-10-17,300120,10.7,5500,58814.37,SELL
2024-10-17,300120,10.62,4600,48822.42,SELL
2024-10-17,300120,10.75,11600,124624.51,SELL
2024-10-17,300120,10.85,5800,62891.9,SELL
2024-10-17,300120,10.76,5900,63445.57,OTHER
2024-10-16,300120,10.041,155200,1558545.25,CANCEL
2024-10-16,300120,10.839,43100,467219.24,BUY
2024-10-16,300120,10.99,21500,236309.9,BUY
2023-08-09,301016,24.4,8900,216916.78,SELL
2023-08-09,301016,24.36,7100,172762.28,SELL
2023-08-09,301016,24.4,1300,31683.28,SELL
2023-08-09,301016,24.37,12200,296981.01,SELL
2023-08-09,301016,24.31,15300,371519.44,OTHER
2023-08-08,301016,24.495,22200,543848.25,CANCEL
2023-08-08,301016,24.596,10600,260744.29,BUY
2023-08-08,301016,23.98,12000,287794.53,BUY
2024-10-29,839493,97.335,8630,839319.27,SELL
2024-10-29,839493,98.053,7191,704529.06,SELL
2024-10-29,839493,99.56,5993,596179.77,SELL
2024-10-29,839493,98.97,4994,493855.83,SELL
2024-10-29,839493,97.304,4162,404652.63,SELL
2024-10-29,839493,96.448,3468,334209.64,SELL
2024-10-29,839493,96.5,2890,278659.09,SELL
2024-10-29,839493,97.128,3613,350640.84,SELL
2024-10-29,839493,97.577,5419,528341.83,SELL
2024-10-29,839493,93.001,5214,484513.24,SELL
2024-10-29,839493,93.93,206,19333.92,OTHER
2024-10-28,839493,70.0,2364,165531.3,CANCEL
2024-10-28,839493,70.08,2807,196775.53,BUY
2024-10-28,839493,70.999,20601,1463113.46,BUY
2024-10-28,839493,74.999,11328,849850.28,BUY
2024-10-28,839493,75.0,5664,424931.7,BUY
2024-10-28,839493,75.0,2832,212465.85,BUY
2024-10-28,839493,74.126,1416,104994.73,BUY
2024-10-28,839493,73.52,1462,107519.56,BUY
2024-10-28,839493,74.05,1587,117553.79,BUY
2024-10-28,839493,76.996,1719,132397.03,BUY
2024-02-28,839493,55.56,6372,353741.56,SELL
2024-02-28,839493,55.9,2117,118244.42,SELL
2024-02-28,839493,55.0,4250,233560.65,SELL
2024-02-28,839493,55.01,3187,175174.83,SELL
2024-02-28,839493,55.01,9563,525634.51,OTHER
2024-02-27,839493,50.0,8173,408776.69,CANCEL
2024-02-27,839493,51.0,8636,440569.51,BUY
2024-02-27,839493,50.004,2202,110143.93,BUY
2024-02-27,839493,50.426,6478,326759.53,BUY
2024-04-12,600865,7.662,42800,327732.18,SELL
2024-04-12,600865,7.651,42800,327253.43,SELL
2024-04-12,600865,7.65,25700,196484.01,SELL
2024-04-12,600865,7.66,20500,156933.41,SELL
2024-04-12,600865,7.66,16400,125546.68,SELL
2024-04-12,600865,7.66,12900,98753.19,SELL
2024-04-12,600865,7.631,52800,402663.04,SELL
2024-04-12,600865,7.64,300,2285.83,OTHER
2024-04-11,600865,7.349,20000,147003.97,CANCEL
2024-04-11,600865,7.35,10000,73508.5,BUY
2024-04-11,600865,7.396,73400,542895.63,BUY
2024-04-11,600865,7.4,20000,148017.1,BUY
2024-04-11,600865,7.34,6000,44045.45,BUY
2024-04-11,600865,7.399,48500,358898.39,BUY
2024-04-11,600865,7.45,36300,270466.22,BUY
2024-05-31,301488,55.88,5400,301569.32,SELL
2024-05-31,301488,55.69,6900,384028.39,SELL
2024-05-31,301488,55.699,5500,306157.53,SELL
2024-05-31,301488,55.625,4400,244599.82,SELL
2024-05-31,301488,55.621,3500,194555.15,SELL
2024-05-31,301488,55.71,2800,155893.56,SELL
2024-05-31,301488,55.734,2300,128110.39,SELL
2024-05-31,301488,55.83,1800,100433.17,SELL
2024-05-31,301488,56.0,7400,414150.12,OTHER
2024-05-30,301488,55.55,2600,144445.22,CANCEL
2024-05-30,301488,55.939,29800,1667163.7,BUY
2024-05-30,301488,56.03,1400,78450.27,BUY
2024-05-30,301488,56.05,1000,56055.91,BUY
2024-05-30,301488,56.0,1900,106411.21,BUY
2024-05-30,301488,56.0,3300,184819.48,BUY
2023-09-05,300045,19.4,14600,283068.53,SELL
2023-09-05,300045,19.6,11700,229181.17,SELL
2023-09-05,300045,19.331,9300,179667.16,SELL
2023-09-05,300045,19.312,7500,144754.31,SELL
2023-09-05,300045,19.25,6000,115430.08,SELL
2023-09-05,300045,19.352,24000,464172.79,OTHER
2023-09-01,300045,13.593,36500,496213.3,CANCEL
2023-09-01,300045,13.6,36600,497812.46,BUY
2023-02-07,300473,20.21,6700,135255.34,SELL
2023-02-07,300473,20.101,5100,102401.18,SELL
2023-02-07,300473,20.056,15300,306507.32,OTHER
2023-02-06,300473,18.154,27100,492045.04,CANCEL
2023-06-05,300214,6.74,600,4034.96,SELL
2023-06-05,300214,6.76,15500,104662.64,SELL
2023-06-05,300214,6.74,13000,87521.87,SELL
2023-06-05,300214,6.76,10200,68874.78,SELL
2023-06-05,300214,6.71,7600,50938.88,SELL
2023-06-05,300214,6.69,5700,38089.87,SELL
2023-06-05,300214,6.68,17300,115434.56,OTHER
2023-06-02,300214,6.82,13600,92763.13,CANCEL
2023-06-02,300214,6.87,14000,96191.54,BUY
2023-06-02,300214,6.88,21100,145185.42,BUY
2023-06-02,300214,6.878,10600,72918.75,BUY
2023-06-02,300214,6.88,10600,72936.75,BUY
2023-10-17,300052,18.957,13300,251977.35,SELL
2023-10-17,300052,18.87,700,13197.4,SELL
2023-10-17,300052,18.95,13300,251882.42,SELL
2023-10-17,300052,18.95,10700,202642.23,SELL
2023-10-17,300052,18.9,8500,160552.74,SELL
2023-10-17,300052,18.901,34300,647896.52,OTHER
2023-10-16,300052,18.449,80800,1490798.11,CANCEL
2023-12-08,300364,29.07,42100,1223106.09,OTHER
2023-12-07,300364,31.13,42100,1310691.13,CANCEL
2023-11-14,300364,28.86,10000,288425.26,SELL
2023-11-14,300364,28.78,8000,230100.6,SELL
2023-11-14,300364,28.7,6400,183568.78,SELL
2023-11-14,300364,28.93,5100,147453.68,SELL
2023-11-14,300364,28.883,20800,600401.29,OTHER
2023-11-10,300364,27.978,50300,1407445.33,CANCEL
2023-09-13,003043,53.208,8800,467950.54,SELL
2023-09-13,003043,52.901,2600,137458.71,SELL
2023-09-13,003043,52.764,2200,116009.72,SELL
2023-09-13,003043,52.607,1800,94635.67,SELL
2023-09-13,003043,52.657,1400,73675.37,SELL
2023-09-13,003043,52.624,5900,310295.04,OTHER
2023-09-12,003043,53.771,22700,1220723.65,CANCEL
2024-10-16,300102,8.56,59400,508156.19,SELL
2024-10-16,300102,8.55,49500,422968.78,SELL
2024-10-16,300102,8.67,41300,357854.22,SELL
2024-10-16,300102,8.66,103200,893170.72,SELL
2024-10-16,300102,8.66,20600,178287.94,SELL
2024-10-16,300102,8.66,31900,276086.67,SELL
2024-10-16,300102,8.65,41400,357893.0,SELL
2024-10-16,300102,8.59,9400,80697.1,OTHER
2024-10-15,300102,8.85,30000,265527.98,CANCEL
2024-10-15,300102,8.87,20000,177418.7,BUY
2024-10-15,300102,8.88,20000,177618.72,BUY
2024-10-15,300102,8.87,30000,266128.05,BUY
2024-10-15,300102,8.87,700,6214.0,BUY
2024-10-15,300102,8.9,25300,225191.73,BUY
2024-10-15,300102,8.91,800,7133.0,BUY
2024-10-15,300102,8.954,169900,1521464.35,BUY
2024-08-09,300102,7.61,50500,384060.33,SELL
2024-08-09,300102,7.6,42100,319766.3,SELL
2024-08-09,300102,7.603,35000,265948.9,SELL
2024-08-09,300102,7.6,29200,221785.65,SELL
2024-08-09,300102,7.6,24300,184568.19,SELL
2024-08-09,300102,7.61,20300,154389.47,SELL
2024-08-09,300102,7.65,16900,129206.72,SELL
2024-08-09,300102,7.65,14100,107799.69,SELL
2024-08-09,300102,7.65,11700,89454.79,SELL
2024-08-09,300102,7.66,9800,75022.56,SELL
2024-08-09,300102,7.63,8200,62528.12,SELL
2024-08-09,300102,7.63,6800,51852.59,SELL
2024-08-09,300102,7.63,1100,8383.8,SELL
2024-08-09,300102,7.6,17179,130481.36,SELL
2024-08-09,300102,7.6,16000,121526.38,OTHER
2024-08-08,300102,8.6,40000,344036.26,CANCEL
2024-08-08,300102,8.59,50000,429545.27,BUY
2024-08-08,300102,8.61,47900,412462.47,BUY
2024-08-08,300102,8.63,47100,406515.84,BUY
2024-08-08,300102,8.7,86079,748966.23,BUY
2024-08-08,300102,8.7,15600,135734.3,BUY
2024-08-08,300102,8.26,16500,136304.36,BUY
2024-11-06,603021,5.01,50000,250345.82,SELL
2024-11-06,603021,5.02,4600,23075.23,SELL
2024-11-06,603021,4.99,50000,249346.51,SELL
2024-11-06,603021,4.97,50000,248347.07,SELL
2024-11-06,603021,4.92,50000,245848.65,SELL
2024-11-06,603021,4.96,30000,148708.43,SELL
2024-11-06,603021,4.96,30000,148708.45,SELL
2024-11-06,603021,4.92,50000,245848.63,SELL
2024-11-06,603021,4.92,37600,184878.15,SELL
2024-11-06,603021,4.91,53700,263504.7,SELL
2024-11-06,603021,4.9,268800,1316309.3,SELL
2024-11-06,603021,4.9,26800,131239.16,OTHER
2024-11-05,603021,4.9,701500,3437746.35,CANCEL
2023-11-30,300131,7.93,25500,202092.58,SELL
2023-11-30,300131,7.9,23000,181589.99,SELL
2023-11-30,300131,7.85,18400,144352.54,SELL
2023-11-30,300131,7.87,14700,115618.97,SELL
2023-11-30,300131,7.888,11800,93023.67,SELL
2023-11-30,300131,7.88,47400,373285.88,OTHER
2023-11-29,300131,7.7,28100,216392.81,CANCEL
2023-11-29,300131,7.7,8300,63916.74,BUY
2023-11-29,300131,7.72,20800,160592.92,BUY
2023-11-29,300131,7.7,16700,128603.55,BUY
2023-11-29,300131,7.7,66900,515184.29,BUY
2024-12-17,300036,18.55,2500,46346.81,SELL
2024-12-17,300036,18.5,5000,92443.97,SELL
2024-12-17,300036,18.51,5000,92493.97,SELL
2024-12-17,300036,18.5,5000,92444.0,SELL
2024-12-17,300036,18.46,28900,533171.02,SELL
2024-12-17,300036,18.45,24000,442539.91,SELL
2024-12-17,300036,18.4,20000,367782.21,SELL
2024-12-17,300036,18.42,700,12882.56,SELL
2024-12-17,300036,18.4,13900,255605.16,SELL
2024-12-17,300036,18.39,52100,957538.93,SELL
2024-12-17,300036,18.273,7100,129657.46,SELL
2024-12-17,300036,18.27,5900,107727.74,SELL
2024-12-17,300036,18.25,12700,231634.67,SELL
2024-12-17,300036,18.262,5100,93079.6,SELL
2024-12-17,300036,18.2,13700,249189.05,SELL
2024-12-17,300036,18.16,6800,123413.23,OTHER
2024-12-16,300036,18.494,20000,369924.99,CANCEL
2024-12-16,300036,18.497,20000,369982.99,BUY
2024-12-16,300036,18.5,20000,370039.0,BUY
2024-12-16,300036,18.48,20000,369638.96,BUY
2024-12-16,300036,18.499,25200,466219.13,BUY
2024-12-16,300036,18.49,21000,388330.93,BUY
2024-12-16,300036,18.5,17500,323784.12,BUY
2024-12-16,300036,18.51,14600,270274.48,BUY
2024-12-16,300036,18.537,12200,226177.84,BUY
2024-12-16,300036,18.55,15200,281989.72,BUY
2024-12-16,300036,18.56,11400,211606.3,BUY
2024-12-16,300036,18.55,6800,126153.3,BUY
2024-12-16,300036,18.56,4500,83528.8,BUY
2024-11-21,300762,27.59,39500,1089152.19,SELL
2024-11-21,300762,27.502,32900,904280.16,SELL
2024-11-21,300762,27.39,27400,750031.64,SELL
2024-11-21,300762,27.3,45800,1249583.0,SELL
2024-11-21,300762,27.2,45800,1245006.82,SELL
2024-11-21,300762,27.2,6100,165819.55,SELL
2024-11-21,300762,27.4,19900,544929.9,SELL
2024-11-21,300762,27.64,19900,549703.02,OTHER
2024-11-20,300762,28.5,184300,5253103.62,CANCEL
2024-11-20,300762,28.254,53000,1497636.83,BUY
2024-11-19,300762,26.63,10000,266138.78,SELL
2024-11-19,300762,26.45,30300,800949.78,SELL
2024-11-19,300762,26.401,25200,664914.22,SELL
2024-11-19,300762,26.3,800,21024.48,SELL
2024-11-19,300762,26.1,62800,1638087.66,SELL
2024-11-19,300762,26.2,10400,272315.04,SELL
2024-11-19,300762,26.19,7000,183219.01,SELL
2024-11-19,300762,26.187,35000,916000.12,OTHER
2024-11-18,300762,26.297,10000,262997.72,CANCEL
